VM,MIG,VM test count,MIG test count,KS Statistic,VM geo mean,MIG geo mean,Geo distance (VM/MIG),Geo distance (MIG/VM)
del03,del05,2256571.0,985302.0,0.04888888888888889,11.126927875863943,11.609971276351047,0.9583940916829795,1.0434121085241237
hnd06,hnd07,526724.0,291264.0,0.04888888888888889,32.26948586745589,24.220766447552375,1.332306553441742,0.7505780088048836
iad07,iad09,200752.0,138923.0,0.03111111111111111,36.810977442435075,37.085382461053186,0.9926007229693184,1.007454434456331
lhr09,lhr10,984923.0,702172.0,0.022222222222222223,23.036357030016536,22.0290280671557,1.0457273448374564,0.9562722108557234
scl05,scl06,50880.0,45549.0,0.06222222222222222,11.523894246936601,6.9825687677532535,1.6503803442876206,0.6059209342023796
syd07,syd08,283298.0,212248.0,0.02666666666666667,15.613371913018346,16.126539748830258,0.9681786766532396,1.0328672011831113
