xleft,data,site
0.09772372209558107,0.0013903237555799154,del03
0.10232929922807542,0.002740923975286119,del03
0.10715193052376065,0.004279626820747252,del03
0.11220184543019636,0.0058863854298743775,del03
0.11748975549395298,0.007280214203325502,del03
0.12302687708123818,0.008917641718825715,del03
0.12882495516931342,0.010547767113760905,del03
0.1348962882591654,0.012265810040298943,del03
0.14125375446227548,0.016823209527339577,del03
0.1479108388168208,0.019184131148422025,del03
0.1548816618912482,0.02556297158920139,del03
0.16218100973589306,0.02736338243571286,del03
0.1698243652461745,0.029083762040831705,del03
0.17782794100389238,0.030877162851600755,del03
0.18620871366628686,0.032778050877086906,del03
0.19498445997580466,0.034584595504873,del03
0.20417379446695305,0.03650972657063502,del03
0.21379620895022336,0.03851810181083828,del03
0.22387211385683412,0.04049201104197463,del03
0.2344228815319924,0.04252200055905035,del03
0.24547089156850324,0.04464516513453573,del03
0.2570395782768866,0.04671604652677556,del03
0.2691534803926918,0.048904053932878326,del03
0.28183829312644565,0.051118348973015156,del03
0.29512092266663886,0.053482191442323614,del03
0.30902954325135934,0.055801052848951545,del03
0.3235936569296286,0.058200237581794705,del03
0.33884415613920293,0.0607212216856624,del03
0.35481338923357586,0.06324775540115951,del03
0.37153522909717296,0.06590981647434341,del03
0.38904514499428106,0.06864928002551653,del03
0.40738027780411323,0.07142116499199834,del03
0.4265795188015932,0.07419480246741575,del03
0.4466835921509637,0.07708060051471187,del03
0.46773514128719884,0.0800747620311929,del03
0.48977881936844686,0.08315421231587337,del03
0.5128613839913656,0.08655992134739897,del03
0.5370317963702536,0.08964550541335406,del03
0.56234132519035,0.09283215082792903,del03
0.5888436553555898,0.09603953426490866,del03
0.6165950018614831,0.09930854759945706,del03
0.6456542290346564,0.1025135943578559,del03
0.6760829753919827,0.10590937250541306,del03
0.7079457843841389,0.10928470471538816,del03
0.7413102413009186,0.11283820866714978,del03
0.7762471166286928,0.11644604039591513,del03
0.8128305161641004,0.12015347304918737,del03
0.8511380382023777,0.12379898372006824,del03
0.8912509381337468,0.12753474860113276,del03
0.9332543007969923,0.13133740090657287,del03
0.9772372209558121,0.13523731745793904,del03
1.0232929922807557,0.13911123846009377,del03
1.071519305237608,0.14301086292663734,del03
1.1220184543019651,0.14705390104107793,del03
1.1748975549395313,0.15117872290584675,del03
1.2302687708123834,0.155455428878368,del03
1.2882495516931358,0.15966641576580404,del03
1.3489628825916555,0.1639802165107956,del03
1.4125375446227564,0.16836090468016274,del03
1.4791083881682094,0.17293466091726903,del03
1.5488166189124835,0.17760363680654317,del03
1.6218100973589322,0.18224194378944422,del03
1.6982436524617466,0.18688784497773292,del03
1.778279410038925,0.19148818093369588,del03
1.86208713666287,0.1963636607925488,del03
1.949844599758048,0.20123855648175654,del03
2.0417379446695323,0.20610235294770543,del03
2.1379620895022353,0.21105874030241878,del03
2.238721138568343,0.21615386794786753,del03
2.3442288153199256,0.22130449170961045,del03
2.454708915685034,0.22641656027477003,del03
2.570395782768868,0.2315525797953829,del03
2.69153480392692,0.23681945331652093,del03
2.8183829312644586,0.24213247623962988,del03
2.951209226666391,0.24747733640840233,del03
3.090295432513596,0.2530322055646248,del03
3.2359365692962885,0.2587570680876009,del03
3.388441561392032,0.26456692729395387,del03
3.5481338923357613,0.2703294687590455,del03
3.7153522909717327,0.27637591667170514,del03
3.8904514499428138,0.2824039632405409,del03
4.073802778041135,0.28857221052422505,del03
4.265795188015935,0.2947366607052154,del03
4.466835921509641,0.3009615724444842,del03
4.6773514128719915,0.30749025239925776,del03
4.897788193684472,0.3138623748891173,del03
5.12861383991366,0.3202818151202382,del03
5.370317963702539,0.326901041370018,del03
5.623413251903504,0.33365842374088805,del03
5.888436553555904,0.3405562989114291,del03
6.165950018614836,0.3476346825023374,del03
6.456542290346571,0.355028225616832,del03
6.760829753919834,0.36256401403993327,del03
7.079457843841396,0.3700589105878704,del03
7.413102413009194,0.3780664159994719,del03
7.762471166286938,0.38618754240706515,del03
8.128305161641014,0.3944033042971811,del03
8.511380382023788,0.40308932275168435,del03
8.912509381337479,0.41210744164948476,del03
9.332543007969937,0.42115768987777125,del03
9.772372209558132,0.42986590677879216,del03
10.232929922807568,0.43884751507376746,del03
10.715193052376092,0.4472949002282059,del03
11.220184543019665,0.4552869251442096,del03
11.748975549395327,0.4632076813634987,del03
12.30268770812385,0.4713562637444164,del03
12.882495516931375,0.4798398674168573,del03
13.489628825916574,0.4889266262479689,del03
14.125375446227583,0.4978369658462296,del03
14.791083881682118,0.5069441706149233,del03
15.48816618912486,0.5160426128389389,del03
16.218100973589348,0.5251956749247808,del03
16.982436524617494,0.534525740413119,del03
17.78279410038928,0.5440681515674878,del03
18.620871366628734,0.553995238433222,del03
19.498445997580514,0.563656820195212,del03
20.41737944669536,0.5733943440110781,del03
21.37962089502239,0.5834452748415951,del03
22.387211385683468,0.5940307208974716,del03
23.4422881531993,0.6051398750402712,del03
24.547089156850387,0.6169009625071159,del03
25.703957827688726,0.6295245764551008,del03
26.91534803926925,0.6431030156881679,del03
28.183829312644637,0.65775340622018,del03
29.51209226666396,0.674349373755536,del03
30.902954325136015,0.6903988505878061,del03
32.359365692962946,0.7079005731580474,del03
33.884415613920375,0.7195860106558385,del03
35.481338923357676,0.7310664046081639,del03
