MIG,VM,MIG test count,VM test count,KS Statistic,MIG geo mean,VM geo mean,Geo distance (MIG/VM),Geo distance (VM/MIG)
del03,del05,818680.0,360389.0,0.06222222222222222,4.276079459788811,5.463955621485047,0.7825977654310846,1.2777956239744206
hnd06,hnd07,209326.0,115839.0,0.057777777777777775,19.134579214814575,14.234836285823278,1.3442078876503158,0.7439325488172864
iad07,iad09,83269.0,57757.0,0.022222222222222223,17.292773233490887,18.13980120579757,0.9533055537545819,1.048981615665106
lhr09,lhr10,392510.0,283801.0,0.057777777777777775,9.873579913705617,9.76436906613653,1.0111846292197044,0.9889390830353749
scl05,scl06,20859.0,18112.0,0.05333333333333334,6.955030716802688,5.014788963481279,1.3869039689308258,0.7210304551734084
syd07,syd08,109438.0,81869.0,0.035555555555555556,6.011785856075164,6.326909698170677,0.9501930868103545,1.0524176758187531
