MIG,VM,KS Statistic,MIG geo mean,VM geo mean,Geo distance (MIG/VM)
del03,del05,0.022222222222222223,22.10468663649136,22.494509262245835,0.982670320956557
hnd06,hnd07,0.008888888888888889,49.64844285712233,48.16146238630202,1.0308749028194633
iad07,iad09,0.03111111111111111,70.80132220915553,71.3420932954997,0.9924200277653155
lhr09,lhr10,0.008888888888888889,44.5540885800738,44.22323634461929,1.0074814116469513
scl05,scl06,0.05333333333333334,15.944869529392793,14.737088635410455,1.0819551896485353
syd07,syd08,0.017777777777777778,30.693083045390868,32.3459491743105,0.9489003670904067
