xleft,data,site
0.09772372209558107,0.00037317275395612123,del03
0.10232929922807542,0.0007683589309738965,del03
0.10715193052376065,0.001206214962282412,del03
0.11220184543019636,0.0016463326466452071,del03
0.11748975549395298,0.0021350004832398693,del03
0.12302687708123818,0.0027862057860020863,del03
0.12882495516931342,0.003296133161306976,del03
0.1348962882591654,0.0038333511501335055,del03
0.14125375446227548,0.00440826335653136,del03
0.1479108388168208,0.004999308688049742,del03
0.1548816618912482,0.005628048237139449,del03
0.16218100973589306,0.006311972120753577,del03
0.1698243652461745,0.0069803659867283185,del03
0.17782794100389238,0.00768374008660925,del03
0.18620871366628686,0.008435513561851763,del03
0.19498445997580466,0.009248502446430109,del03
0.20417379446695305,0.010079584555442691,del03
0.21379620895022336,0.010955899725540863,del03
0.22387211385683412,0.01186448114588009,del03
0.2344228815319924,0.012796885311724394,del03
0.24547089156850324,0.013763968157734318,del03
0.2570395782768866,0.014766634345131573,del03
0.2691534803926918,0.015817549131020125,del03
0.28183829312644565,0.016900277836538875,del03
0.29512092266663886,0.01800562307260042,del03
0.30902954325135934,0.01915409049356356,del03
0.3235936569296286,0.020374026151041936,del03
0.33884415613920293,0.021593811031650024,del03
0.35481338923357586,0.02287918385083222,del03
0.37153522909717296,0.024229089170496525,del03
0.38904514499428106,0.025627544642392697,del03
0.40738027780411323,0.027062638893768195,del03
0.4265795188015932,0.028573121580286347,del03
0.4466835921509637,0.030191258952188202,del03
0.46773514128719884,0.03187317494022074,del03
0.48977881936844686,0.03358434164108863,del03
0.5128613839913656,0.03541793916062818,del03
0.5370317963702536,0.03718187776609592,del03
0.56234132519035,0.038972353100733874,del03
0.5888436553555898,0.0407590590136147,del03
0.6165950018614831,0.042593108863765106,del03
0.6456542290346564,0.04446922546072511,del03
0.6760829753919827,0.04638921812693814,del03
0.7079457843841389,0.048377814269130986,del03
0.7413102413009186,0.05042943514310308,del03
0.7762471166286928,0.05252432897884706,del03
0.8128305161641004,0.054674859479726313,del03
0.8511380382023777,0.056918117755831034,del03
0.8912509381337468,0.059236462913337826,del03
0.9332543007969923,0.061654923912714064,del03
0.9772372209558121,0.06411122990653191,del03
1.0232929922807557,0.06660372234921823,del03
1.071519305237608,0.06919075188957344,del03
1.1220184543019651,0.07182316526788451,del03
1.1748975549395313,0.07453745048676051,del03
1.2302687708123834,0.07729139002252154,del03
1.2882495516931358,0.08010413253769384,del03
1.3489628825916555,0.08308333271766111,del03
1.4125375446227564,0.08617516321973151,del03
1.4791083881682094,0.08965825970019226,del03
1.5488166189124835,0.09282472475305387,del03
1.6218100973589322,0.0960689906709827,del03
1.6982436524617466,0.09943659206880491,del03
1.778279410038925,0.10285937780115155,del03
1.86208713666287,0.1065659256033751,del03
1.949844599758048,0.1102095994506897,del03
2.0417379446695323,0.11389413382985161,del03
2.1379620895022353,0.11763505875850024,del03
2.238721138568343,0.12150278703505879,del03
2.3442288153199256,0.12544952239164683,del03
2.454708915685034,0.12950240466491575,del03
2.570395782768868,0.13361770856248276,del03
2.69153480392692,0.13787700437117226,del03
2.8183829312644586,0.1422444071958563,del03
2.951209226666391,0.14666608969384304,del03
3.090295432513596,0.15111174571420516,del03
3.2359365692962885,0.15569581490148918,del03
3.388441561392032,0.16041844803256539,del03
3.5481338923357613,0.16522807941779621,del03
3.7153522909717327,0.17028317554785152,del03
3.8904514499428138,0.17543989528847911,del03
4.073802778041135,0.18070954690495042,del03
4.265795188015935,0.18605594394839692,del03
4.466835921509641,0.19158538411236978,del03
4.6773514128719915,0.19742874172027663,del03
4.897788193684472,0.2030845329015486,del03
5.12861383991366,0.20873233290869542,del03
5.370317963702539,0.21461097230424903,del03
5.623413251903504,0.22064370566123423,del03
5.888436553555904,0.22673629743572268,del03
6.165950018614836,0.2329627790710245,del03
6.456542290346571,0.23927897294414607,del03
6.760829753919834,0.245827363197507,del03
7.079457843841396,0.2524387781826472,del03
7.413102413009194,0.25933998631247573,del03
7.762471166286938,0.26632562948966404,del03
8.128305161641014,0.27347320702553873,del03
8.511380382023788,0.28092067975641094,del03
8.912509381337479,0.2888803415156423,del03
